,Suburb,Rooms,Type,Price,Method,SellerG,Distance,Postcode,Bedroom2,Bathroom,Car,Landsize,BuildingArea,YearBuilt,Lattitude,Longtitude,Regionname,Propertycount
2398,Caulfield South,3,h,1577500.0,S,hockingstuart,9.3,3162.0,3.0,2.0,2.0,357.0,144.0,1935.0,-37.8896,145.0307,Southern Metropolitan,5051.0
2399,Caulfield South,4,h,1802000.0,S,Gary,9.3,3162.0,0.0,0.0,0.0,558.1163713886642,151.22021949239888,1965.8799955347176,-37.809849065321295,144.99633776420606,Southern Metropolitan,5051.0
2400,Caulfield South,3,h,1460000.0,S,hockingstuart,9.3,3162.0,3.0,1.0,2.0,451.0,121.0,1960.0,-37.8874,145.019,Southern Metropolitan,5051.0
2401,Caulfield South,1,u,275500.0,PI,Gary,9.3,3162.0,1.0,1.0,1.0,0.0,44.0,1960.0,-37.8961,145.0132,Southern Metropolitan,5051.0
2402,Caulfield South,2,h,1065000.0,S,hockingstuart,9.3,3162.0,2.0,1.0,1.0,273.0,114.0,1930.0,-37.895,145.02200000000002,Southern Metropolitan,5051.0
2403,Caulfield South,3,h,1470000.0,S,Gary,9.3,3162.0,3.0,2.0,2.0,296.0,151.22021949239888,1910.0,-37.8906,145.0224,Southern Metropolitan,5051.0
2404,Caulfield South,2,u,670000.0,S,hockingstuart,9.3,3162.0,0.0,0.0,0.0,558.1163713886642,151.22021949239888,1965.8799955347176,-37.809849065321295,144.99633776420606,Southern Metropolitan,5051.0
2405,Caulfield South,2,h,1012000.0,S,Gary,9.3,3162.0,2.0,1.0,1.0,0.0,151.22021949239888,1965.8799955347176,-37.9002,145.02700000000002,Southern Metropolitan,5051.0
2406,Caulfield South,3,u,599000.0,S,Gary,9.3,3162.0,3.0,1.0,1.0,88.0,100.0,1965.8799955347176,-37.8997,145.0168,Southern Metropolitan,5051.0
2407,Caulfield South,2,h,905000.0,S,Gary,9.3,3162.0,0.0,0.0,0.0,558.1163713886642,151.22021949239888,1965.8799955347176,-37.809849065321295,144.99633776420606,Southern Metropolitan,5051.0
2408,Caulfield South,3,h,1160500.0,S,Gary,9.3,3162.0,3.0,2.0,1.0,358.0,151.22021949239888,1930.0,-37.8965,145.0269,Southern Metropolitan,5051.0
2409,Caulfield South,2,u,650000.0,VB,hockingstuart,9.3,3162.0,2.0,1.0,1.0,100.0,151.22021949239888,1965.8799955347176,-37.8912,145.0289,Southern Metropolitan,5051.0
2410,Caulfield South,3,h,1170000.0,S,Biggin,9.3,3162.0,3.0,1.0,1.0,359.0,120.0,1965.8799955347176,-37.8898,145.0196,Southern Metropolitan,5051.0
2411,Caulfield South,3,h,1314000.0,S,Gary,9.3,3162.0,3.0,1.0,2.0,339.0,151.22021949239888,1965.8799955347176,-37.8906,145.0221,Southern Metropolitan,5051.0
2412,Caulfield South,4,t,1030000.0,VB,Gary,9.3,3162.0,4.0,2.0,2.0,216.0,165.0,1995.0,-37.8887,145.0318,Southern Metropolitan,5051.0
2413,Caulfield South,2,h,1225000.0,S,Biggin,9.3,3162.0,2.0,1.0,2.0,284.0,99.0,1940.0,-37.8958,145.0215,Southern Metropolitan,5051.0
2414,Caulfield South,3,h,1450000.0,S,RT,9.3,3162.0,2.0,2.0,1.0,478.0,120.0,1925.0,-37.8893,145.0161,Southern Metropolitan,5051.0
2415,Caulfield South,4,h,1774500.0,S,hockingstuart,9.3,3162.0,4.0,2.0,2.0,575.0,256.0,2008.0,-37.8993,145.0254,Southern Metropolitan,5051.0
2416,Caulfield South,2,u,525500.0,S,Ray,9.3,3162.0,2.0,1.0,1.0,831.0,80.0,1970.0,-37.8974,145.0294,Southern Metropolitan,5051.0
2417,Caulfield South,4,h,1960000.0,PI,hockingstuart,9.3,3162.0,5.0,3.0,4.0,708.0,151.22021949239888,1965.8799955347176,-37.8923,145.0177,Southern Metropolitan,5051.0
2418,Caulfield South,2,h,825000.0,S,Gary,9.3,3162.0,2.0,1.0,1.0,367.0,85.0,1930.0,-37.8995,145.0241,Southern Metropolitan,5051.0
2419,Caulfield South,2,h,1262000.0,S,hockingstuart,9.3,3162.0,4.0,2.0,2.0,464.0,272.0,2016.0,-37.8901,145.0224,Southern Metropolitan,5051.0
2420,Caulfield South,3,u,1110000.0,S,hockingstuart,9.3,3162.0,3.0,2.0,1.0,299.0,151.22021949239888,1965.8799955347176,-37.8891,145.0294,Southern Metropolitan,5051.0
2421,Caulfield South,4,t,1410000.0,S,Gary,9.3,3162.0,4.0,2.0,3.0,342.0,151.22021949239888,2005.0,-37.8957,145.0196,Southern Metropolitan,5051.0
2422,Caulfield South,3,h,1303500.0,S,hockingstuart,9.3,3162.0,3.0,1.0,2.0,699.0,151.22021949239888,1965.8799955347176,-37.8936,145.0366,Southern Metropolitan,5051.0
2423,Caulfield South,2,h,1115000.0,S,Gary,9.3,3162.0,2.0,1.0,1.0,402.0,151.22021949239888,1965.8799955347176,-37.8967,145.0313,Southern Metropolitan,5051.0
2424,Caulfield South,2,h,1340000.0,S,Buxton,9.3,3162.0,2.0,1.0,1.0,505.0,117.0,1940.0,-37.8928,145.0149,Southern Metropolitan,5051.0
2425,Caulfield South,3,h,1200000.0,S,hockingstuart,9.3,3162.0,3.0,2.0,2.0,494.0,135.0,1920.0,-37.9027,145.0322,Southern Metropolitan,5051.0
2426,Caulfield South,3,h,1570000.0,S,Matthew,9.3,3162.0,3.0,1.0,2.0,520.0,151.22021949239888,1965.8799955347176,-37.8889,145.0151,Southern Metropolitan,5051.0
2427,Caulfield South,2,h,1001000.0,S,Biggin,9.3,3162.0,2.0,2.0,1.0,255.0,85.0,1890.0,-37.8887,145.0207,Southern Metropolitan,5051.0
2428,Caulfield South,2,u,665000.0,S,Gary,9.3,3162.0,0.0,0.0,0.0,558.1163713886642,151.22021949239888,1965.8799955347176,-37.809849065321295,144.99633776420606,Southern Metropolitan,5051.0
2429,Caulfield South,3,h,1330000.0,S,Gary,9.3,3162.0,3.0,1.0,1.0,312.0,123.0,1926.0,-37.8893,145.0196,Southern Metropolitan,5051.0
2430,Caulfield South,1,u,290000.0,VB,Gary,9.3,3162.0,1.0,1.0,1.0,0.0,151.22021949239888,1970.0,-37.8943,145.0145,Southern Metropolitan,5051.0
2431,Caulfield South,4,h,1570000.0,S,hockingstuart,9.3,3162.0,3.0,2.0,2.0,641.0,215.0,1970.0,-37.9012,145.035,Southern Metropolitan,5051.0
2432,Caulfield South,4,h,1916000.0,S,Biggin,9.3,3162.0,4.0,2.0,2.0,630.0,205.0,1910.0,-37.8894,145.0145,Southern Metropolitan,5051.0
2433,Caulfield South,2,u,500000.0,VB,Ray,9.3,3162.0,2.0,1.0,1.0,90.0,151.22021949239888,1965.8799955347176,-37.8996,145.0169,Southern Metropolitan,5051.0
2434,Caulfield South,4,t,1775000.0,S,Gary,9.3,3162.0,0.0,0.0,0.0,558.1163713886642,151.22021949239888,1965.8799955347176,-37.809849065321295,144.99633776420606,Southern Metropolitan,5051.0
2435,Chadstone,3,t,752000.0,S,Buxton,13.6,3148.0,3.0,2.0,1.0,182.0,151.22021949239888,1965.8799955347176,-37.8786,145.1015,Southern Metropolitan,3582.0
2436,Chadstone,2,u,670000.0,S,Buxton,13.6,3148.0,0.0,0.0,0.0,558.1163713886642,151.22021949239888,1965.8799955347176,-37.809849065321295,144.99633776420606,Southern Metropolitan,3582.0
2437,Chadstone,4,h,1507000.0,S,Jellis,13.6,3148.0,4.0,2.0,2.0,600.0,151.22021949239888,1965.8799955347176,-37.8891,145.1002,Southern Metropolitan,3582.0
2438,Chadstone,4,h,890000.0,VB,Purplebricks,13.6,3148.0,4.0,3.0,2.0,288.0,158.0,2014.0,-37.8801,145.1051,Southern Metropolitan,3582.0
2439,Chadstone,3,h,1000000.0,VB,Barry,13.6,3148.0,0.0,0.0,0.0,558.1163713886642,151.22021949239888,1965.8799955347176,-37.809849065321295,144.99633776420606,Southern Metropolitan,3582.0
2440,Chadstone,2,h,644000.0,S,McGrath,13.6,3148.0,0.0,0.0,0.0,558.1163713886642,151.22021949239888,1965.8799955347176,-37.809849065321295,144.99633776420606,Southern Metropolitan,3582.0
2441,Chadstone,3,u,700000.0,S,Bekdon,13.6,3148.0,2.0,2.0,1.0,224.0,94.0,2006.0,-37.8738,145.1054,Southern Metropolitan,3582.0
2442,Chadstone,3,h,1101000.0,S,Buxton,13.6,3148.0,0.0,0.0,0.0,558.1163713886642,151.22021949239888,1965.8799955347176,-37.809849065321295,144.99633776420606,Southern Metropolitan,3582.0
2443,Chadstone,3,h,1000000.0,S,Buxton,13.6,3148.0,3.0,1.0,2.0,606.0,151.22021949239888,1965.8799955347176,-37.8784,145.0958,Southern Metropolitan,3582.0
2444,Chadstone,3,t,865000.0,S,Buxton,13.6,3148.0,3.0,2.0,2.0,277.0,143.0,2010.0,-37.8796,145.1044,Southern Metropolitan,3582.0
2445,Chadstone,3,u,805500.0,S,Ray,13.6,3148.0,0.0,0.0,0.0,558.1163713886642,151.22021949239888,1965.8799955347176,-37.809849065321295,144.99633776420606,Southern Metropolitan,3582.0
2446,Chadstone,4,t,1015000.0,S,Buxton,13.6,3148.0,0.0,0.0,0.0,558.1163713886642,151.22021949239888,1965.8799955347176,-37.809849065321295,144.99633776420606,Southern Metropolitan,3582.0
2447,Chadstone,3,h,930000.0,S,Ray,13.6,3148.0,0.0,0.0,0.0,558.1163713886642,151.22021949239888,1965.8799955347176,-37.809849065321295,144.99633776420606,Southern Metropolitan,3582.0
2448,Chadstone,3,t,999000.0,S,Ray,13.6,3148.0,0.0,0.0,0.0,558.1163713886642,151.22021949239888,1965.8799955347176,-37.809849065321295,144.99633776420606,Southern Metropolitan,3582.0
2449,Chadstone,4,t,1042500.0,S,Buxton,13.6,3148.0,4.0,3.0,2.0,209.0,160.0,2016.0,-37.8805,145.105,Southern Metropolitan,3582.0
2450,Chadstone,2,h,1002000.0,S,Ray,13.6,3148.0,2.0,1.0,1.0,585.0,97.0,1950.0,-37.8792,145.0948,Southern Metropolitan,3582.0
2451,Chadstone,3,h,992000.0,S,Gary,13.6,3148.0,3.0,1.0,2.0,586.0,151.22021949239888,1965.8799955347176,-37.8805,145.0978,Southern Metropolitan,3582.0
2452,Chadstone,3,h,650000.0,PI,hockingstuart,13.6,3148.0,3.0,2.0,2.0,160.0,101.0,2000.0,-37.8859,145.0934,Southern Metropolitan,3582.0
2453,Chadstone,3,h,2600000.0,SA,Stockdale,13.6,3148.0,0.0,0.0,0.0,558.1163713886642,151.22021949239888,1965.8799955347176,-37.809849065321295,144.99633776420606,Southern Metropolitan,3582.0
2454,Chadstone,4,t,965000.0,SP,Buxton,13.6,3148.0,4.0,3.0,2.0,273.0,182.0,2012.0,-37.8742,145.105,Southern Metropolitan,3582.0
2455,Chadstone,3,h,920000.0,PI,LITTLE,13.6,3148.0,4.0,2.0,2.0,515.0,151.22021949239888,1965.8799955347176,-37.8837,145.106,Southern Metropolitan,3582.0
2456,Chadstone,3,h,1301000.0,S,Buxton,13.6,3148.0,3.0,1.0,2.0,620.0,88.0,1970.0,-37.8812,145.105,Southern Metropolitan,3582.0
2457,Chadstone,3,t,820000.0,S,McGrath,13.6,3148.0,0.0,0.0,0.0,558.1163713886642,151.22021949239888,1965.8799955347176,-37.809849065321295,144.99633776420606,Southern Metropolitan,3582.0
2458,Chadstone,3,h,1171000.0,S,Ray,13.6,3148.0,0.0,0.0,0.0,558.1163713886642,151.22021949239888,1965.8799955347176,-37.809849065321295,144.99633776420606,Southern Metropolitan,3582.0
2459,Chadstone,3,t,860000.0,S,Ray,13.6,3148.0,0.0,0.0,0.0,558.1163713886642,151.22021949239888,1965.8799955347176,-37.809849065321295,144.99633776420606,Southern Metropolitan,3582.0
2460,Chadstone,4,t,1085000.0,S,Buxton,13.6,3148.0,0.0,0.0,0.0,558.1163713886642,151.22021949239888,1965.8799955347176,-37.809849065321295,144.99633776420606,Southern Metropolitan,3582.0
2461,Chadstone,4,h,1415500.0,S,hockingstuart,13.6,3148.0,3.0,2.0,1.0,1033.0,164.0,1950.0,-37.8738,145.1095,Southern Metropolitan,3582.0
2462,Chadstone,4,t,898000.0,SP,Nelson,13.6,3148.0,0.0,0.0,0.0,558.1163713886642,151.22021949239888,1965.8799955347176,-37.809849065321295,144.99633776420606,Southern Metropolitan,3582.0
2463,Chadstone,2,u,627000.0,S,Buxton,13.6,3148.0,0.0,0.0,0.0,558.1163713886642,151.22021949239888,1965.8799955347176,-37.809849065321295,144.99633776420606,Southern Metropolitan,3582.0
2464,Chadstone,5,h,1206000.0,S,McGrath,13.6,3148.0,0.0,0.0,0.0,558.1163713886642,151.22021949239888,1965.8799955347176,-37.809849065321295,144.99633776420606,Southern Metropolitan,3582.0
2465,Chadstone,2,h,705000.0,S,Buxton,13.6,3148.0,2.0,1.0,1.0,842.0,151.22021949239888,1972.0,-37.8859,145.0979,Southern Metropolitan,3582.0
2466,Chadstone,4,h,1260000.0,S,McGrath,13.6,3148.0,4.0,2.0,2.0,500.0,277.0,2001.0,-37.8845,145.1027,Southern Metropolitan,3582.0
2467,Chadstone,3,t,985000.0,S,Buxton,13.6,3148.0,0.0,0.0,0.0,558.1163713886642,151.22021949239888,1965.8799955347176,-37.809849065321295,144.99633776420606,Southern Metropolitan,3582.0
2468,Chadstone,3,t,753000.0,S,Buxton,13.6,3148.0,0.0,0.0,0.0,558.1163713886642,151.22021949239888,1965.8799955347176,-37.809849065321295,144.99633776420606,Southern Metropolitan,3582.0
2469,Chadstone,3,h,1460000.0,S,Buxton,13.6,3148.0,3.0,1.0,1.0,705.0,151.22021949239888,1965.8799955347176,-37.8746,145.1071,Southern Metropolitan,3582.0
2470,Chadstone,3,h,1000000.0,SP,Thomson,13.6,3148.0,3.0,1.0,2.0,630.0,105.0,1960.0,-37.8838,145.102,Southern Metropolitan,3582.0
2471,Chadstone,3,h,1035000.0,S,Barry,13.6,3148.0,0.0,0.0,0.0,558.1163713886642,151.22021949239888,1965.8799955347176,-37.809849065321295,144.99633776420606,Southern Metropolitan,3582.0
2472,Chadstone,3,t,845000.0,S,Buxton,13.6,3148.0,3.0,2.0,1.0,177.0,111.0,2012.0,-37.8824,145.1042,Southern Metropolitan,3582.0
2473,Chadstone,4,t,881000.0,S,Ray,13.6,3148.0,3.0,2.0,1.0,188.0,137.0,2014.0,-37.8781,145.0955,Southern Metropolitan,3582.0
2474,Clifton Hill,3,h,1270000.0,S,Nelson,3.4,3068.0,3.0,2.0,0.0,187.0,151.22021949239888,1965.8799955347176,-37.7902,144.9894,Northern Metropolitan,2954.0
2475,Clifton Hill,1,u,340000.0,PI,Woodards,3.4,3068.0,0.0,0.0,0.0,558.1163713886642,151.22021949239888,1965.8799955347176,-37.809849065321295,144.99633776420606,Northern Metropolitan,2954.0
2476,Clifton Hill,2,h,780000.0,S,Harrington,3.4,3068.0,2.0,1.0,1.0,155.0,85.0,1880.0,-37.7934,144.9922,Northern Metropolitan,2954.0
2477,Clifton Hill,3,h,1060000.0,S,Nelson,3.4,3068.0,3.0,1.0,0.0,193.0,98.0,1900.0,-37.7899,144.9984,Northern Metropolitan,2954.0
2478,Clifton Hill,3,t,930000.0,S,Collins,3.4,3068.0,3.0,2.0,1.0,124.0,116.0,2000.0,-37.7934,144.9923,Northern Metropolitan,2954.0
2479,Clifton Hill,2,h,1420000.0,S,Collins,3.4,3068.0,2.0,1.0,0.0,180.0,151.22021949239888,1965.8799955347176,-37.7898,144.9903,Northern Metropolitan,2954.0
2480,Clifton Hill,2,h,1075000.0,S,Nelson,3.4,3068.0,2.0,1.0,1.0,174.0,85.0,1890.0,-37.7928,144.9987,Northern Metropolitan,2954.0
2481,Clifton Hill,2,h,1105000.0,S,Harrington,3.4,3068.0,2.0,1.0,1.0,185.0,84.0,1910.0,-37.7927,144.9981,Northern Metropolitan,2954.0
2482,Clifton Hill,2,h,1209000.0,S,Jellis,3.4,3068.0,2.0,1.0,1.0,140.0,97.0,1910.0,-37.7919,144.9884,Northern Metropolitan,2954.0
2483,Clifton Hill,4,h,3010000.0,S,Collins,3.4,3068.0,4.0,3.0,2.0,382.0,250.0,1903.0,-37.7897,144.9992,Northern Metropolitan,2954.0
2484,Clifton Hill,2,h,1435000.0,S,Nelson,3.4,3068.0,2.0,1.0,2.0,239.0,96.0,1900.0,-37.7918,144.997,Northern Metropolitan,2954.0
2485,Clifton Hill,2,h,1417000.0,SP,Nelson,3.4,3068.0,2.0,1.0,0.0,197.0,151.22021949239888,1965.8799955347176,-37.7924,145.0002,Northern Metropolitan,2954.0
2486,Clifton Hill,2,h,1290000.0,S,Jellis,3.4,3068.0,2.0,1.0,0.0,164.0,99.0,1890.0,-37.7912,144.9967,Northern Metropolitan,2954.0
2487,Clifton Hill,3,h,1226000.0,S,Nelson,3.4,3068.0,3.0,2.0,0.0,0.0,151.22021949239888,1965.8799955347176,-37.7917,144.9902,Northern Metropolitan,2954.0
2488,Clifton Hill,2,u,495000.0,S,iTRAK,3.4,3068.0,2.0,1.0,1.0,515.0,50.0,1970.0,-37.7875,145.0049,Northern Metropolitan,2954.0
2489,Clifton Hill,1,u,325000.0,VB,Collins,3.4,3068.0,1.0,1.0,1.0,0.0,151.22021949239888,1965.8799955347176,-37.7873,144.9958,Northern Metropolitan,2954.0
2490,Clifton Hill,3,h,1370000.0,S,Collins,3.4,3068.0,3.0,2.0,1.0,176.0,135.0,1890.0,-37.7921,144.9898,Northern Metropolitan,2954.0
2491,Clifton Hill,4,h,2560000.0,S,Collins,3.4,3068.0,0.0,0.0,0.0,558.1163713886642,151.22021949239888,1965.8799955347176,-37.809849065321295,144.99633776420606,Northern Metropolitan,2954.0
2492,Clifton Hill,2,h,1620000.0,S,Nelson,3.4,3068.0,2.0,1.0,2.0,251.0,151.22021949239888,1965.8799955347176,-37.787,144.9988,Northern Metropolitan,2954.0
2493,Clifton Hill,3,h,1180000.0,SP,Harrington,3.4,3068.0,3.0,3.0,1.0,142.0,151.22021949239888,1995.0,-37.7928,145.0021,Northern Metropolitan,2954.0
2494,Clifton Hill,2,h,1405000.0,S,Nelson,3.4,3068.0,2.0,1.0,0.0,219.0,151.22021949239888,1965.8799955347176,-37.7882,144.9984,Northern Metropolitan,2954.0
2495,Clifton Hill,2,h,880000.0,VB,Nelson,3.4,3068.0,2.0,1.0,0.0,100.0,151.22021949239888,1965.8799955347176,-37.7923,144.9858,Northern Metropolitan,2954.0
2496,Clifton Hill,2,h,1450000.0,VB,Nelson,3.4,3068.0,2.0,1.0,0.0,156.0,107.0,1890.0,-37.7892,144.9999,Northern Metropolitan,2954.0
2497,Clifton Hill,2,h,856000.0,S,Nelson,3.4,3068.0,2.0,1.0,0.0,170.0,151.22021949239888,1965.8799955347176,-37.7936,144.995,Northern Metropolitan,2954.0
2498,Clifton Hill,3,h,900000.0,S,Nelson,3.4,3068.0,0.0,0.0,0.0,558.1163713886642,151.22021949239888,1965.8799955347176,-37.809849065321295,144.99633776420606,Northern Metropolitan,2954.0
2499,Clifton Hill,2,u,885500.0,S,Collins,3.4,3068.0,2.0,2.0,2.0,0.0,136.0,2005.0,-37.7937,144.9983,Northern Metropolitan,2954.0
2500,Clifton Hill,3,h,1680000.0,S,Nelson,3.4,3068.0,3.0,2.0,1.0,201.0,151.22021949239888,1965.8799955347176,-37.7884,145.0,Northern Metropolitan,2954.0
2501,Clifton Hill,2,h,730000.0,S,Nelson,3.4,3068.0,2.0,1.0,1.0,103.0,151.22021949239888,1965.8799955347176,-37.7898,144.9957,Northern Metropolitan,2954.0
2502,Clifton Hill,3,t,825000.0,SP,Jellis,3.4,3068.0,3.0,3.0,1.0,67.0,119.0,2010.0,-37.7946,144.9989,Northern Metropolitan,2954.0
2503,Clifton Hill,2,u,533000.0,SP,Jellis,3.4,3068.0,2.0,1.0,1.0,0.0,151.22021949239888,1970.0,-37.7931,144.9938,Northern Metropolitan,2954.0
2504,Clifton Hill,2,h,1430000.0,S,Collins,3.4,3068.0,2.0,1.0,0.0,151.0,151.22021949239888,1910.0,-37.7912,144.9963,Northern Metropolitan,2954.0
2505,Clifton Hill,4,h,1506000.0,S,Nelson,3.4,3068.0,4.0,2.0,0.0,162.0,169.0,1995.0,-37.7885,144.9994,Northern Metropolitan,2954.0
2506,Clifton Hill,3,h,1150000.0,VB,Nelson,3.4,3068.0,3.0,1.0,1.0,169.0,151.22021949239888,1965.8799955347176,-37.7925,144.9877,Northern Metropolitan,2954.0
2507,Clifton Hill,1,u,363000.0,S,hockingstuart,3.4,3068.0,1.0,1.0,1.0,0.0,151.22021949239888,1965.8799955347176,-37.809849065321295,144.99633776420606,Northern Metropolitan,2954.0
2508,Clifton Hill,3,h,1360000.0,S,Nelson,3.4,3068.0,3.0,1.0,0.0,118.0,118.0,1880.0,-37.7921,144.9858,Northern Metropolitan,2954.0
2509,Clifton Hill,3,t,841000.0,PI,Jellis,3.4,3068.0,0.0,0.0,0.0,558.1163713886642,151.22021949239888,1965.8799955347176,-37.809849065321295,144.99633776420606,Northern Metropolitan,2954.0
2510,Clifton Hill,3,t,897500.0,SP,Jellis,3.4,3068.0,0.0,0.0,0.0,558.1163713886642,151.22021949239888,1965.8799955347176,-37.809849065321295,144.99633776420606,Northern Metropolitan,2954.0
2511,Clifton Hill,3,t,810000.0,PI,Raine,3.4,3068.0,0.0,0.0,0.0,558.1163713886642,151.22021949239888,1965.8799955347176,-37.809849065321295,144.99633776420606,Northern Metropolitan,2954.0
2512,Clifton Hill,2,h,1270000.0,S,Nelson,3.4,3068.0,0.0,0.0,0.0,558.1163713886642,151.22021949239888,1965.8799955347176,-37.809849065321295,144.99633776420606,Northern Metropolitan,2954.0
2513,Clifton Hill,2,t,640000.0,VB,Miles,3.4,3068.0,2.0,1.0,1.0,0.0,151.22021949239888,1965.8799955347176,-37.7873,144.9961,Northern Metropolitan,2954.0
2514,Coburg,2,h,850000.0,SP,Brad,7.8,3058.0,2.0,1.0,1.0,371.0,93.0,1930.0,-37.735,144.9589,Northern Metropolitan,11204.0
2515,Coburg,3,h,784000.0,S,Nelson,7.8,3058.0,2.0,1.0,1.0,286.0,110.0,1890.0,-37.7427,144.952,Northern Metropolitan,11204.0
2516,Coburg,2,t,655000.0,S,Nelson,7.8,3058.0,0.0,0.0,0.0,558.1163713886642,151.22021949239888,1965.8799955347176,-37.809849065321295,144.99633776420606,Northern Metropolitan,11204.0
2517,Coburg,3,h,680000.0,S,Nelson,7.8,3058.0,3.0,1.0,0.0,702.0,108.0,1950.0,-37.7391,144.9812,Northern Metropolitan,11204.0
2518,Coburg,4,h,1221000.0,S,Nelson,7.8,3058.0,4.0,1.0,2.0,596.0,151.22021949239888,1965.8799955347176,-37.7456,144.9696,Northern Metropolitan,11204.0
2519,Coburg,2,t,807000.0,S,Nelson,7.8,3058.0,2.0,2.0,1.0,0.0,176.0,2010.0,-37.7546,144.9713,Northern Metropolitan,11204.0
2520,Coburg,3,h,790000.0,S,Del,7.8,3058.0,3.0,1.0,2.0,371.0,151.22021949239888,1965.8799955347176,-37.7435,144.9507,Northern Metropolitan,11204.0
2521,Coburg,4,h,955000.0,S,Nelson,7.8,3058.0,4.0,2.0,1.0,295.0,151.22021949239888,1965.8799955347176,-37.7374,144.9617,Northern Metropolitan,11204.0
2522,Coburg,2,t,480000.0,VB,Nelson,7.8,3058.0,0.0,0.0,0.0,558.1163713886642,151.22021949239888,1965.8799955347176,-37.809849065321295,144.99633776420606,Northern Metropolitan,11204.0
2523,Coburg,3,h,675000.0,PI,Walshe,7.8,3058.0,3.0,1.0,2.0,142.0,123.0,2005.0,-37.7382,144.97299999999998,Northern Metropolitan,11204.0
2524,Coburg,3,h,1300000.0,S,McDonald,7.8,3058.0,0.0,0.0,0.0,558.1163713886642,151.22021949239888,1965.8799955347176,-37.809849065321295,144.99633776420606,Northern Metropolitan,11204.0
2525,Coburg,3,h,1010000.0,S,Jellis,7.8,3058.0,3.0,2.0,1.0,278.0,278.0,1965.8799955347176,-37.7494,144.9686,Northern Metropolitan,11204.0
2526,Coburg,3,h,1202000.0,S,Nelson,7.8,3058.0,3.0,2.0,2.0,423.0,140.0,1940.0,-37.7493,144.9559,Northern Metropolitan,11204.0
2527,Coburg,3,h,1370000.0,S,Ray,7.8,3058.0,3.0,1.0,1.0,233.0,180.0,1890.0,-37.7549,144.9611,Northern Metropolitan,11204.0
2528,Coburg,2,h,550000.0,S,hockingstuart,7.8,3058.0,2.0,1.0,1.0,0.0,151.22021949239888,1965.8799955347176,-37.7358,144.9801,Northern Metropolitan,11204.0
2529,Coburg,3,h,1000000.0,VB,Jellis,7.8,3058.0,3.0,2.0,3.0,370.0,110.0,1920.0,-37.744,144.9501,Northern Metropolitan,11204.0
2530,Coburg,3,h,935500.0,S,Brad,7.8,3058.0,3.0,1.0,2.0,386.0,151.22021949239888,1965.8799955347176,-37.7364,144.96,Northern Metropolitan,11204.0
2531,Coburg,8,u,2250000.0,PI,Peter,7.8,3058.0,4.0,2.0,4.0,983.0,151.22021949239888,1965.8799955347176,-37.7517,144.9699,Northern Metropolitan,11204.0
2532,Coburg,4,h,145000.0,PI,Jellis,7.8,3058.0,3.0,1.0,1.0,536.0,164.0,1910.0,-37.7555,144.9658,Northern Metropolitan,11204.0
2533,Coburg,4,h,905000.0,S,LITTLE,7.8,3058.0,3.0,2.0,1.0,439.0,151.22021949239888,1965.8799955347176,-37.7363,144.9507,Northern Metropolitan,11204.0
2534,Coburg,3,h,860000.0,S,Peter,7.8,3058.0,3.0,1.0,1.0,283.0,109.0,1915.0,-37.7416,144.9582,Northern Metropolitan,11204.0
2535,Coburg,2,h,953000.0,S,Jellis,7.8,3058.0,2.0,1.0,1.0,170.0,101.0,1890.0,-37.7508,144.9608,Northern Metropolitan,11204.0
2536,Coburg,2,h,735000.0,SP,Nelson,7.8,3058.0,2.0,1.0,1.0,280.0,93.0,1900.0,-37.7429,144.952,Northern Metropolitan,11204.0
2537,Coburg,3,t,550000.0,PI,Brace,7.8,3058.0,3.0,2.0,2.0,0.0,168.0,1965.8799955347176,-37.7372,144.9764,Northern Metropolitan,11204.0
2538,Coburg,2,t,790000.0,S,Raine,7.8,3058.0,0.0,0.0,0.0,558.1163713886642,151.22021949239888,1965.8799955347176,-37.809849065321295,144.99633776420606,Northern Metropolitan,11204.0
2539,Coburg,3,h,1100000.0,VB,Nelson,7.8,3058.0,3.0,1.0,1.0,576.0,151.22021949239888,1965.8799955347176,-37.7432,144.9474,Northern Metropolitan,11204.0
2540,Coburg,3,h,947000.0,S,Brad,7.8,3058.0,3.0,1.0,1.0,372.0,125.0,1920.0,-37.735,144.9581,Northern Metropolitan,11204.0
2541,Coburg,2,u,500000.0,SP,Jellis,7.8,3058.0,2.0,1.0,1.0,0.0,74.0,1970.0,-37.7405,144.9644,Northern Metropolitan,11204.0
2542,Coburg,3,t,865000.0,S,Nelson,7.8,3058.0,3.0,2.0,2.0,263.0,151.22021949239888,2008.0,-37.7546,144.9713,Northern Metropolitan,11204.0
2543,Coburg,2,u,466000.0,S,Nelson,7.8,3058.0,2.0,1.0,1.0,0.0,62.0,1980.0,-37.7527,144.9522,Northern Metropolitan,11204.0
2544,Coburg,3,t,740000.0,VB,Nelson,7.8,3058.0,3.0,2.0,1.0,255.0,164.0,2014.0,-37.7546,144.9713,Northern Metropolitan,11204.0
2545,Coburg,3,h,812000.0,S,Nicholson,7.8,3058.0,3.0,1.0,1.0,370.0,130.0,1930.0,-37.7561,144.9718,Northern Metropolitan,11204.0
2546,Coburg,3,h,766000.0,S,Nicholson,7.8,3058.0,3.0,1.0,0.0,378.0,124.0,1930.0,-37.7561,144.9716,Northern Metropolitan,11204.0
